"Name";"MachineID";"SerialNumber";"MACAddress";"DeviceOS";"DeviceOSBuild";"IsActive";"ClientVersion";"ClientActiveStatus";"ClientRemediationSuccess";"IsVirtualMachine";"ADSiteName";"LastSuccessSyncTimeUTC";"LastStatusMessage";"LastMPServerName";"LastPolicyRequest";"LastDDR";"LastHardwareScan";"LastSoftwareScan";"LastActiveTime";"LastClientCheckTime";"ClientCheckPass";"OperatingSystem";"LastLogon";"whenCreated"
"PC1448";"16780094";"9TV5B04";"90:09:DF:69:82:E6";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"08.04.2024 12:00:41";"08.04.2024 03:10:13";"08.04.2024 11:36:35";"08.04.2024 03:35:12";"08.04.2024 12:00:41";"05.03.2024 08:33:44";"1";"Windows 10 Pro";"08.04.2024 05:07:53";"29.01.2024 13:27:47"
"LP667";"16779783";"FDV5Y93";"50:2F:9B:CC:3C:B0";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3803";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"10.04.2024 14:22:54";"10.04.2024 12:02:12";"10.04.2024 12:49:14";"10.04.2024 13:17:55";"10.04.2024 14:22:54";"20.11.2023 14:39:35";"1";"Windows 10 Pro";"08.04.2024 07:02:01";"17.03.2021 15:48:23"
"PC707";"16777560";"1FDLFV2";"B8:85:84:C1:DA:6E";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"09.04.2024 18:28:09";"09.04.2024 09:31:15";"09.04.2024 10:07:33";"08.04.2024 22:13:18";"09.04.2024 18:28:09";"06.12.2023 08:47:29";"1";"Windows 10 Pro";"08.04.2024 10:34:14";"20.02.2019 14:59:52"
"PC1136";"16779118";"GZG24N3";"88:D8:2E:29:3D:B2, C0:25:A5:BC:0B:9D";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Voelkermarkt";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"12.04.2024 09:21:40";"12.04.2024 09:30:02";"12.04.2024 08:17:23";"11.04.2024 22:09:37";"12.04.2024 09:30:02";"24.11.2023 14:59:41";"1";"Windows 10 Pro";"10.04.2024 08:12:58";"23.11.2022 10:40:22"
"LP504";"16778187";"CPLKSQ2";"3C:6A:A7:ED:B5:FC";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"21.03.2024 11:15:54";"11.04.2024 06:02:18";"21.03.2024 08:21:17";"20.03.2024 12:44:02";"11.04.2024 06:02:18";"20.11.2023 05:35:19";"1";"Windows 10 Pro";"11.04.2024 06:57:40";"06.09.2018 08:12:41"
"PC729";"16778378";"5F1KCW2";"04:EA:56:6E:4D:D0";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"27.03.2024 11:53:53";"12.04.2024 10:29:48";"27.03.2024 11:17:58";"27.03.2024 02:58:55";"12.04.2024 10:29:48";"25.03.2024 12:51:17";"1";"Windows 10 Pro";"12.04.2024 11:25:49";"16.04.2019 10:42:28"
"PC650";"16777549";"DKGZZR2";"54:BF:64:81:DC:CE";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"15.04.2024 03:04:31";"16.04.2024 08:55:05";"09.04.2024 04:48:34";"04.04.2024 11:52:02";"16.04.2024 08:55:05";"02.02.2024 06:40:00";"1";"Windows 10 Pro";"15.04.2024 04:56:25";"15.10.2018 14:33:49"
"LP862";"16778908";"35S9RQ3";"54:6C:EB:DA:81:8A";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.3693";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"16.04.2024 14:35:16";"16.04.2024 15:25:47";"27.02.2024 13:41:57";"27.02.2024 14:54:50";"16.04.2024 15:25:47";"27.02.2024 10:41:20";"1";"Windows 10 Pro";"16.04.2024 16:22:51";"20.07.2022 09:56:32"
"LP677";"16777717";"J5Z5Y93";"34:73:5A:C7:B1:5E";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"16.04.2024 14:44:57";"16.04.2024 15:36:33";"13.03.2024 12:53:33";"14.03.2024 09:26:00";"16.04.2024 15:36:33";"27.11.2023 09:07:41";"1";"Windows 10 Pro";"16.04.2024 16:29:03";"17.03.2021 15:48:19"
"PC523";"16777381";"67F38C2";"64:00:6A:8A:42:14";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"atklsccm.kostweingroup.intern";"18.04.2024 05:48:13";"18.04.2024 05:37:27";"02.04.2024 11:04:38";"02.04.2024 07:46:08";"18.04.2024 05:48:13";"05.02.2024 12:38:26";"1";"Windows 10 Pro";"18.04.2024 06:49:23";"11.08.2016 09:44:31"
"LP895";"16779145";"6274XL3";"00:05:9A:3C:7A:00, 14:75:5B:CC:5E:25";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.3693";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"18.04.2024 11:50:57";"ATKLSCCM.KOSTWEINGROUP.INTERN";"18.04.2024 11:51:26";"18.04.2024 12:42:47";"12.12.2023 10:59:25";"12.12.2023 12:31:48";"18.04.2024 12:42:47";"21.11.2023 07:29:19";"1";"Windows 10 Pro";"18.04.2024 13:38:23";"03.01.2023 07:41:06"
"LP693";"16778157";"4RM71F3";"38:14:28:C6:27:AE";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"23.04.2024 06:13:04";"ATKLSCCM.KOSTWEINGROUP.INTERN";"23.04.2024 06:59:02";"23.04.2024 06:59:44";"19.03.2024 11:20:50";"23.04.2024 08:06:27";"23.04.2024 08:06:27";"05.03.2024 08:33:29";"1";"Windows 10 Pro";"23.04.2024 07:55:30";"30.07.2021 10:19:42"
"LP710";"16779502";"2CDK4B3";"DC:21:5C:3A:3E:D2";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"10.04.2024 11:26:02";"10.04.2024 08:24:43";"10.04.2024 10:16:21";"10.04.2024 08:41:18";"10.04.2024 11:26:02";"25.01.2024 07:20:14";"1";"Windows 10 Pro";"25.04.2024 06:11:55";"14.09.2021 07:02:28"
"LP587";"16778501";"755X633";"00:05:9A:3C:7A:00, 34:48:ED:5B:B4:F7";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"29.02.2024 11:36:37";"30.04.2024 14:04:55";"31.03.2024 08:19:38";"29.02.2024 10:09:54";"30.04.2024 14:04:55";"23.02.2024 10:58:55";"1";"Windows 10 Pro";"30.04.2024 16:04:17";"05.05.2020 09:31:18"
"LP336";"16780149";"GH76LC2";"E4:A4:71:38:23:EA";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3516";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"05.04.2024 11:09:49";"05.04.2024 05:46:10";"05.04.2024 05:59:47";"05.04.2024 06:06:29";"05.04.2024 11:09:49";"20.03.2024 12:01:34";"1";"Windows 10 Pro";"03.05.2024 13:08:59";"01.08.2016 16:08:52"
"PC319";"16777296";"H75935J";"78:2B:CB:A4:CC:27";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"05.03.2024 15:20:27";"27.02.2024 15:55:10";"28.02.2024 12:24:22";"28.02.2024 03:20:39";"05.03.2024 15:20:27";"29.02.2024 02:55:59";"2";"Windows 10 Pro";"04.05.2024 22:40:54";"25.07.2011 14:22:30"
"PC1153";"16779003";"";"00:BE:43:D4:32:AD";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"1";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"13.05.2024 06:11:44";"12.05.2024 15:13:01";"01.04.2024 08:48:28";"13.05.2024 01:15:05";"13.05.2024 06:11:44";"14.12.2023 11:57:00";"1";"Windows 10 Pro";"06.05.2024 03:02:59";"26.09.2022 15:25:37"
"LP1031";"16779630";"8Y80JS3";"08:9D:F4:DD:2D:81";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"1";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"09.02.2024 07:02:37";"06.05.2024 12:13:12";"08.02.2024 11:39:05";"08.02.2024 08:46:10";"06.05.2024 12:13:12";"16.11.2023 12:17:17";"1";"Windows 10 Pro";"06.05.2024 13:08:22";"05.06.2023 16:42:34"
"PC1195";"16778990";"FKY8NQ3";"74:86:E2:28:39:09";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"1";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"04.04.2024 09:52:59";"07.05.2024 12:28:04";"04.04.2024 07:20:42";"04.04.2024 08:02:13";"07.05.2024 12:28:04";"16.11.2023 13:03:41";"1";"Windows 10 Pro";"07.05.2024 14:26:20";"26.09.2022 11:40:52"
"PC806";"16777678";"F5H7833";"F0:D4:E2:F0:9A:02";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Varazdin";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"12.04.2024 21:43:53";"12.04.2024 09:44:10";"03.04.2024 19:25:14";"12.04.2024 21:34:12";"12.04.2024 21:43:53";"19.11.2023 08:37:33";"1";"Windows 10 Pro";"08.05.2024 03:21:50";"04.03.2020 09:48:33"
"LP377";"16777407";"G5K5TC2";"00:05:9A:3C:7A:00, F0:D5:BF:D1:45:39";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"1";"";"False";"Maschinenbau";"";"23.04.2024 13:26:08";"ATKLSCCM.KOSTWEINGROUP.INTERN";"11.05.2024 08:17:35";"11.05.2024 07:19:13";"12.04.2024 06:21:28";"03.04.2024 12:02:35";"11.05.2024 08:17:35";"29.11.2023 06:12:33";"1";"Windows 10 Pro";"11.05.2024 09:16:37";"21.11.2016 12:56:34"
"PC1014";"16778149";"DL84WF3";"F0:77:C3:D5:D4:23";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"1";"";"False";"Trnovec";"";"10.05.2024 09:26:45";"ATKLSCCM.KOSTWEINGROUP.INTERN";"13.05.2024 06:04:17";"27.02.2024 07:37:09";"27.02.2024 23:31:24";"27.02.2024 10:08:43";"13.05.2024 06:04:17";"25.03.2024 10:47:54";"1";"Windows 10 Pro";"12.05.2024 09:24:42";"26.07.2021 12:43:24"
